db,series_code,name_j,name_en,unit_j,unit_en,frequency,category_j,category_en,layer1,layer2,layer3,layer4,layer5,start_of_time_series,end_of_time_series,last_update
FM03,STTAK_STTA2CD1TL4,譲渡性預金発行残高/平均残高,Certificates of Deposit Outstanding/Average Amounts Outstanding,億円,100 million yen,MONTHLY,譲渡性預金発行残高,Certificates of Deposit Outstanding,1,1,0,0,0,197905,202512,20260204
FM03,STTEK_STTE2CDTL13,譲渡性預金発行残高/月末残高計,Certificates of Deposit Outstanding/Amounts Outstanding,億円,100 million yen,MONTHLY,譲渡性預金発行残高,Certificates of Deposit Outstanding,1,2,0,0,0,197905,202512,20260204
FM03,STTEK_STTE2CDDB13,譲渡性預金発行残高/国内銀行,Certificates of Deposit Outstanding/Domestically Licensed Banks,億円,100 million yen,MONTHLY,譲渡性預金発行残高,Certificates of Deposit Outstanding,1,3,0,0,0,199401,202512,20260204
FM03,STTEK_STTE2CDCB13,譲渡性預金発行残高/_都市銀行,Certificates of Deposit Outstanding/_City Banks,億円,100 million yen,MONTHLY,譲渡性預金発行残高,Certificates of Deposit Outstanding,1,4,0,0,0,197905,202512,20260204
FM03,STTEK_STTE2CDRB13,譲渡性預金発行残高/_地方銀行,Certificates of Deposit Outstanding/_Regional Banks,億円,100 million yen,MONTHLY,譲渡性預金発行残高,Certificates of Deposit Outstanding,1,5,0,0,0,197905,202512,20260204
FM03,STTEK_STTE2CDMB13,譲渡性預金発行残高/_地方銀行II,Certificates of Deposit Outstanding/_Regional Banks II,億円,100 million yen,MONTHLY,譲渡性預金発行残高,Certificates of Deposit Outstanding,1,6,0,0,0,197905,202512,20260204
FM03,STTEK_STTE2CDTD13,（更新停止）譲渡性預金発行残高/_信託銀行（2000年9月まで）,(Discontinued)Certificates of Deposit Outstanding/_Trust Banks (through September 2000),億円,100 million yen,MONTHLY,譲渡性預金発行残高,Certificates of Deposit Outstanding,1,7,0,0,0,199401,200009,20171229
FM03,STTEK_STTE2CDLB13,（更新停止）譲渡性預金発行残高/_長期信用銀行（2000年9月まで）,(Discontinued)Certificates of Deposit Outstanding/_Long-term Credit Banks (through September 2000),億円,100 million yen,MONTHLY,譲渡性預金発行残高,Certificates of Deposit Outstanding,1,8,0,0,0,197905,200009,20171229
FM03,STTEK_STTE2CDFB13,譲渡性預金発行残高/外国銀行,Certificates of Deposit Outstanding/Foreign Banks,億円,100 million yen,MONTHLY,譲渡性預金発行残高,Certificates of Deposit Outstanding,1,9,0,0,0,197905,202512,20260204
FM03,STTEK_STTE2CDCR13,譲渡性預金発行残高/信用金庫,Certificates of Deposit Outstanding/Shinkin Banks,億円,100 million yen,MONTHLY,譲渡性預金発行残高,Certificates of Deposit Outstanding,1,10,0,0,0,197905,202512,20260204
FM03,STTEK_STTE2CDOT13,譲渡性預金発行残高/その他,Certificates of Deposit Outstanding/Others,億円,100 million yen,MONTHLY,譲渡性預金発行残高,Certificates of Deposit Outstanding,1,11,0,0,0,197905,202512,20260204
FM03,STTVK_STTVCD2TL,（更新停止）譲渡性預金残高/（参考）流通取引高（2013年3月まで）,(Discontinued)Certificates of Deposit Outstanding/(Memo)Total Value of Transactions during the Period(through March 2013),億円,100 million yen,MONTHLY,譲渡性預金発行残高,Certificates of Deposit Outstanding,1,12,0,0,0,198501,201303,20171229
