db,series_code,name_j,name_en,unit_j,unit_en,frequency,category_j,category_en,layer1,layer2,layer3,layer4,layer5,start_of_time_series,end_of_time_series,last_update
MD13,FAAP@01,総貸出平残（銀行・信金計）（a）,"Loans and Discounts/Total of major, regional, and shinkin banks(a)",億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,1,1,0,0,0,200001,202601,20260209
MD13,FAAPOBAL1,総貸出平残（銀行計）,Loans and Discounts/Total of major and regional banks,億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,1,2,0,0,0,199107,202601,20260209
MD13,FAAPOBAL1@,総貸出平残（銀行計）前年比,Loans and Discounts/Total of major and regional banks/percent changes in average amounts outstanding from previous year,％,%,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,1,3,0,0,0,199207,202601,20260209
MD13,FAAPOBAL11,総貸出平残/都銀等（b）,Loans and Discounts/Major banks(b),億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,1,4,0,0,0,199107,202601,20260209
MD13,FAAPCBAL3,総貸出平残/都銀（2002年3月まで）,Loans and Discounts/City banks(through March 2002),億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,1,5,0,0,0,199201,200203,20220607
MD13,FAAPLBAL3,総貸出平残/長信銀（2002年3月まで）,Loans and Discounts/Long-term credit banks(through March 2002),億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,1,6,0,0,0,199201,200203,20220607
MD13,FAAPTBAL3,総貸出平残/信託（2002年3月まで）,Loans and Discounts/Trust banks(through March 2002),億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,1,7,0,0,0,199201,200203,20220607
MD13,FAAPOBAL12,総貸出平残/地銀・地銀II,Loans and Discounts/Total of regional banks,億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,1,8,0,0,0,199107,202601,20260209
MD13,FAAPRBLDA,総貸出平残/地銀,Loans and Discounts/Regional banks I,億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,1,9,0,0,0,199107,202601,20260209
MD13,FAAPMBLDA,総貸出平残/地銀II,Loans and Discounts/Regional banks II,億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,1,10,0,0,0,199107,202601,20260209
MD13,FAAPOBSB,総貸出平残/信金（c）,Loans and Discounts/Shinkin banks(c),億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,1,11,0,0,0,200001,202601,20260209
MD13,FAAPOBAL16,総貸出平残/（参考）銀行・信金・その他計,"Loans and Discounts/(Reference)Total of major, regional, shinkin, and other surveyed domestically licensed banks",億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,1,12,0,0,0,201904,202511,20260113
MD13,FAAPOBAL15,総貸出平残/（参考）その他国内対象銀行（d）,Loans and Discounts/(Reference)Other surveyed domestically licensed banks(d),億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,1,13,0,0,0,201904,202511,20260113
MD13,FAAPOBAL14,総貸出平残/（参考）銀行・信金・その他計（2022年3月まで）,"Loans and Discounts/(Reference)Total of major, regional, shinkin, and other surveyed domestically licensed banks(through March 2022)",億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,1,14,0,0,0,200801,202203,20230308
MD13,FAAPOBAL13,総貸出平残/（参考）その他国内対象銀行（2022年3月まで）（e）,Loans and Discounts/(Reference)Other surveyed domestically licensed banks(through March 2022)(e),億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,1,15,0,0,0,200801,202203,20220607
MD13,FAAPOBFB,総貸出平残/（参考）外銀（円貸出）,Loans and Discounts/(Reference)Foreign banks,億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,1,16,0,0,0,199510,202601,20260209
MD13,FAAPOBRDCD5,実質預金＋ＣＤ平残（３業態・信金計）（f）,"Deposits and CDs/Total of city, regional, and shinkin banks(f)",億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,2,1,0,0,0,200001,202601,20260209
MD13,FAAPOBRDCD,実質預金＋ＣＤ平残（３業態計）,Deposits and CDs/Total of city and regional banks,億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,2,2,0,0,0,199107,202601,20260209
MD13,FAAPCBMA,実質預金＋ＣＤ平残/都銀,Deposits and CDs/City banks,億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,2,3,0,0,0,199107,202601,20260209
MD13,FAAPOBRDCD1,実質預金＋ＣＤ平残/地銀・地銀II,Deposits and CDs/Total of regional banks,億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,2,4,0,0,0,199107,202601,20260209
MD13,FAAPRBRDCD,実質預金＋ＣＤ平残/地銀,Deposits and CDs/Regional banks I,億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,2,5,0,0,0,199107,202601,20260209
MD13,FAAPMBRDCD,実質預金＋ＣＤ平残/地銀II,Deposits and CDs/Regional banks II,億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,2,6,0,0,0,199107,202601,20260209
MD13,FAAPOBRDCD4,実質預金＋ＣＤ平残/信金（c）,Deposits and CDs/Shinkin banks(c),億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,2,7,0,0,0,200001,202601,20260209
MD13,FAAPOBRDCD7,実質預金＋ＣＤ平残/（参考）３業態・信金・その他計,"Deposits and CDs/(Reference)Total of city, regional, shinkin, and other surveyed domestically licensed banks",億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,2,8,0,0,0,201904,202511,20260113
MD13,FAAPOBRDCD6,実質預金＋ＣＤ平残/（参考）その他国内対象銀行（g）,Deposits and CDs/(Reference)Other surveyed domestically licensed banks(g),億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,2,9,0,0,0,201904,202511,20260113
MD13,FAAPOBRDCD3,実質預金＋ＣＤ平残/（参考）３業態・その他計（2022年3月まで）,"Deposits and CDs/(Reference)Total of city, regional, and other surveyed domestically licensed banks(through March 2022)",億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,2,10,0,0,0,200801,202203,20220808
MD13,FAAPOBRDCD2,実質預金＋ＣＤ平残/（参考）その他国内対象銀行（2022年3月まで）（h）,Deposits and CDs/(Reference)Other surveyed domestically licensed banks(through March 2022)(h),億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,2,11,0,0,0,200801,202203,20220607
MD13,FAAPOBAL4,特殊要因調整後/総貸出平残（銀行計）（i）,Loans and Discounts Adjusted for Special Items/Total of major and regional banks(i),億円,100 million yen,MONTHLY,貸出・預金動向,Principal Figures of Financial Institutions,3,1,0,0,0,199810,202512,20260209
