db,series_code,name_j,name_en,unit_j,unit_en,frequency,category_j,category_en,layer1,layer2,layer3,layer4,layer5,start_of_time_series,end_of_time_series,last_update
IR04,DLLR2CIDBNL1,新規/総合/国内銀行,New Loans and Discounts/Total/Domestically Licensed Banks,年％,Percent per annum,MONTHLY,貸出約定平均金利,Average Contract Interest Rates on Loans and Discounts,1,1,0,0,0,199310,202512,20260213
IR04,DLLR2CICBNL1,新規/総合/_都市銀行,New Loans and Discounts/Total/_City Banks,年％,Percent per annum,MONTHLY,貸出約定平均金利,Average Contract Interest Rates on Loans and Discounts,1,2,0,0,0,199310,202512,20260213
IR04,DLLR2CIRBNL1,新規/総合/_地方銀行,New Loans and Discounts/Total/_Regional Banks,年％,Percent per annum,MONTHLY,貸出約定平均金利,Average Contract Interest Rates on Loans and Discounts,1,3,0,0,0,199310,202512,20260213
IR04,DLLR2CIMBNL1,新規/総合/_地方銀行II,New Loans and Discounts/Total/_Regional Banks II,年％,Percent per annum,MONTHLY,貸出約定平均金利,Average Contract Interest Rates on Loans and Discounts,1,4,0,0,0,199310,202512,20260213
IR04,DLLR2CICR35,新規/総合/信用金庫,New Loans and Discounts/Total/Shinkin Banks,年％,Percent per annum,MONTHLY,貸出約定平均金利,Average Contract Interest Rates on Loans and Discounts,1,5,0,0,0,199709,202512,20260213
IR04,DLLR2CIDBNL2,新規/短期/国内銀行,New Loans and Discounts/Short-term Loans and Discounts/Domestically Licensed Banks,年％,Percent per annum,MONTHLY,貸出約定平均金利,Average Contract Interest Rates on Loans and Discounts,1,6,0,0,0,199310,202512,20260213
IR04,DLLR2CICBNL2,新規/短期/_都市銀行,New Loans and Discounts/Short-term Loans and Discounts/_City Banks,年％,Percent per annum,MONTHLY,貸出約定平均金利,Average Contract Interest Rates on Loans and Discounts,1,7,0,0,0,199310,202512,20260213
IR04,DLLR2CIRBNL2,新規/短期/_地方銀行,New Loans and Discounts/Short-term Loans and Discounts/_Regional Banks,年％,Percent per annum,MONTHLY,貸出約定平均金利,Average Contract Interest Rates on Loans and Discounts,1,8,0,0,0,199310,202512,20260213
IR04,DLLR2CIMBNL2,新規/短期/_地方銀行II,New Loans and Discounts/Short-term Loans and Discounts/_Regional Banks II,年％,Percent per annum,MONTHLY,貸出約定平均金利,Average Contract Interest Rates on Loans and Discounts,1,9,0,0,0,199310,202512,20260213
IR04,DLLR2CICR33,新規/短期/信用金庫,New Loans and Discounts/Short-term Loans and Discounts/Shinkin Banks,年％,Percent per annum,MONTHLY,貸出約定平均金利,Average Contract Interest Rates on Loans and Discounts,1,10,0,0,0,199709,202512,20260213
IR04,DLLR2CIDBNL3,新規/長期/国内銀行,New Loans and Discounts/Long-term Loans/Domestically Licensed Banks,年％,Percent per annum,MONTHLY,貸出約定平均金利,Average Contract Interest Rates on Loans and Discounts,1,11,0,0,0,199310,202512,20260213
IR04,DLLR2CICBNL3,新規/長期/_都市銀行,New Loans and Discounts/Long-term Loans/_City Banks,年％,Percent per annum,MONTHLY,貸出約定平均金利,Average Contract Interest Rates on Loans and Discounts,1,12,0,0,0,199310,202512,20260213
IR04,DLLR2CIRBNL3,新規/長期/_地方銀行,New Loans and Discounts/Long-term Loans/_Regional Banks,年％,Percent per annum,MONTHLY,貸出約定平均金利,Average Contract Interest Rates on Loans and Discounts,1,13,0,0,0,199310,202512,20260213
IR04,DLLR2CIMBNL3,新規/長期/_地方銀行II,New Loans and Discounts/Long-term Loans/_Regional Banks II,年％,Percent per annum,MONTHLY,貸出約定平均金利,Average Contract Interest Rates on Loans and Discounts,1,14,0,0,0,199310,202512,20260213
IR04,DLLR2CICR34,新規/長期/信用金庫,New Loans and Discounts/Long-term Loans/Shinkin Banks,年％,Percent per annum,MONTHLY,貸出約定平均金利,Average Contract Interest Rates on Loans and Discounts,1,15,0,0,0,199709,202512,20260213
IR04,DLLR2CIDBST1,ストック/総合/国内銀行,Outstanding Loans and Bills Discounted/Total/Domestically Licensed Banks,年％,Percent per annum,MONTHLY,貸出約定平均金利,Average Contract Interest Rates on Loans and Discounts,2,1,0,0,0,199310,202512,20260213
IR04,DLLR2CIST29,ストック/総合/小計 （2002年3月まで）,Outstanding Loans and Bills Discounted/Total/Sub-total (through March 2002),年％,Percent per annum,MONTHLY,貸出約定平均金利,Average Contract Interest Rates on Loans and Discounts,2,2,0,0,0,199204,200203,20171229
IR04,DLLI2CI@01,ストック/総合/_都市銀行,Outstanding Loans and Bills Discounted/Total/_City Banks,年％,Percent per annum,MONTHLY,貸出約定平均金利,Average Contract Interest Rates on Loans and Discounts,2,3,0,0,0,199204,202512,20260213
