db,series_code,name_j,name_en,unit_j,unit_en,frequency,category_j,category_en,layer1,layer2,layer3,layer4,layer5,start_of_time_series,end_of_time_series,last_update
IR02,DLDR43TL41MN,定期預金　/預入金額 １千万円以上/１か月,Time Deposits/ 10 Million Yen or More/1 Month,年％,percent per annum,MONTHLY,預金種類別店頭表示金利の平均年利率等,Average Interest Rates Posted at Financial Institutions by Type of Deposit,1,1,0,0,0,202204,202602,20260218
IR02,DLDR43TL43MN,定期預金　/預入金額 １千万円以上/３か月,Time Deposits/ 10 Million Yen or More/3 Months,年％,percent per annum,MONTHLY,預金種類別店頭表示金利の平均年利率等,Average Interest Rates Posted at Financial Institutions by Type of Deposit,1,2,0,0,0,202204,202602,20260218
IR02,DLDR43TL46MN,定期預金　/預入金額 １千万円以上/６か月,Time Deposits/ 10 Million Yen or More/6 Months,年％,percent per annum,MONTHLY,預金種類別店頭表示金利の平均年利率等,Average Interest Rates Posted at Financial Institutions by Type of Deposit,1,3,0,0,0,202204,202602,20260218
IR02,DLDR43TL41YN,定期預金　/預入金額 １千万円以上/１年,Time Deposits/ 10 Million Yen or More/1 Year,年％,percent per annum,MONTHLY,預金種類別店頭表示金利の平均年利率等,Average Interest Rates Posted at Financial Institutions by Type of Deposit,1,4,0,0,0,202204,202602,20260218
IR02,DLDR43TL42YN,定期預金　/預入金額 １千万円以上/２年,Time Deposits/ 10 Million Yen or More/2 Years,年％,percent per annum,MONTHLY,預金種類別店頭表示金利の平均年利率等,Average Interest Rates Posted at Financial Institutions by Type of Deposit,1,5,0,0,0,202204,202602,20260218
IR02,DLDR43TL43YN,定期預金　/預入金額 １千万円以上/３年,Time Deposits/ 10 Million Yen or More/3 Years,年％,percent per annum,MONTHLY,預金種類別店頭表示金利の平均年利率等,Average Interest Rates Posted at Financial Institutions by Type of Deposit,1,6,0,0,0,202204,202602,20260218
IR02,DLDR43TL44YN,定期預金　/預入金額 １千万円以上/４年,Time Deposits/ 10 Million Yen or More/4 Years,年％,percent per annum,MONTHLY,預金種類別店頭表示金利の平均年利率等,Average Interest Rates Posted at Financial Institutions by Type of Deposit,1,7,0,0,0,202204,202602,20260218
IR02,DLDR43TL45YN,定期預金　/預入金額 １千万円以上/５年,Time Deposits/ 10 Million Yen or More/5 Years,年％,percent per annum,MONTHLY,預金種類別店頭表示金利の平均年利率等,Average Interest Rates Posted at Financial Institutions by Type of Deposit,1,8,0,0,0,202204,202602,20260218
IR02,DLDR43TL47YN,定期預金　/預入金額 １千万円以上/７年,Time Deposits/ 10 Million Yen or More/7 Years,年％,percent per annum,MONTHLY,預金種類別店頭表示金利の平均年利率等,Average Interest Rates Posted at Financial Institutions by Type of Deposit,1,9,0,0,0,202204,202602,20260218
IR02,DLDR43TL410YN,定期預金　/預入金額 １千万円以上/10年,Time Deposits/ 10 Million Yen or More/10 Years,年％,percent per annum,MONTHLY,預金種類別店頭表示金利の平均年利率等,Average Interest Rates Posted at Financial Institutions by Type of Deposit,1,10,0,0,0,202204,202602,20260218
IR02,DLDR43TL51MN,定期預金　/預入金額 ３百万円以上１千万円未満/１か月,Time Deposits/ 3 Million Yen - Less than 10 Million Yen/1 Month,年％,percent per annum,MONTHLY,預金種類別店頭表示金利の平均年利率等,Average Interest Rates Posted at Financial Institutions by Type of Deposit,1,11,0,0,0,202204,202602,20260218
IR02,DLDR43TL53MN,定期預金　/預入金額 ３百万円以上１千万円未満/３か月,Time Deposits/ 3 Million Yen - Less than 10 Million Yen/3 Months,年％,percent per annum,MONTHLY,預金種類別店頭表示金利の平均年利率等,Average Interest Rates Posted at Financial Institutions by Type of Deposit,1,12,0,0,0,202204,202602,20260218
IR02,DLDR43TL56MN,定期預金　/預入金額 ３百万円以上１千万円未満/６か月,Time Deposits/ 3 Million Yen - Less than 10 Million Yen/6 Months,年％,percent per annum,MONTHLY,預金種類別店頭表示金利の平均年利率等,Average Interest Rates Posted at Financial Institutions by Type of Deposit,1,13,0,0,0,202204,202602,20260218
IR02,DLDR43TL51YN,定期預金　/預入金額 ３百万円以上１千万円未満/１年,Time Deposits/ 3 Million Yen - Less than 10 Million Yen/1 Year,年％,percent per annum,MONTHLY,預金種類別店頭表示金利の平均年利率等,Average Interest Rates Posted at Financial Institutions by Type of Deposit,1,14,0,0,0,202204,202602,20260218
IR02,DLDR43TL52YN,定期預金　/預入金額 ３百万円以上１千万円未満/２年,Time Deposits/ 3 Million Yen - Less than 10 Million Yen/2 Years,年％,percent per annum,MONTHLY,預金種類別店頭表示金利の平均年利率等,Average Interest Rates Posted at Financial Institutions by Type of Deposit,1,15,0,0,0,202204,202602,20260218
IR02,DLDR43TL53YN,定期預金　/預入金額 ３百万円以上１千万円未満/３年,Time Deposits/ 3 Million Yen - Less than 10 Million Yen/3 Years,年％,percent per annum,MONTHLY,預金種類別店頭表示金利の平均年利率等,Average Interest Rates Posted at Financial Institutions by Type of Deposit,1,16,0,0,0,202204,202602,20260218
IR02,DLDR43TL54YN,定期預金　/預入金額 ３百万円以上１千万円未満/４年,Time Deposits/ 3 Million Yen - Less than 10 Million Yen/4 Years,年％,percent per annum,MONTHLY,預金種類別店頭表示金利の平均年利率等,Average Interest Rates Posted at Financial Institutions by Type of Deposit,1,17,0,0,0,202204,202602,20260218
IR02,DLDR43TL55YN,定期預金　/預入金額 ３百万円以上１千万円未満/５年,Time Deposits/ 3 Million Yen - Less than 10 Million Yen/5 Years,年％,percent per annum,MONTHLY,預金種類別店頭表示金利の平均年利率等,Average Interest Rates Posted at Financial Institutions by Type of Deposit,1,18,0,0,0,202204,202602,20260218
IR02,DLDR43TL57YN,定期預金　/預入金額 ３百万円以上１千万円未満/７年,Time Deposits/ 3 Million Yen - Less than 10 Million Yen/7 Years,年％,percent per annum,MONTHLY,預金種類別店頭表示金利の平均年利率等,Average Interest Rates Posted at Financial Institutions by Type of Deposit,1,19,0,0,0,202204,202602,20260218
IR02,DLDR43TL510YN,定期預金　/預入金額 ３百万円以上１千万円未満/10年,Time Deposits/ 3 Million Yen - Less than 10 Million Yen/10 Years,年％,percent per annum,MONTHLY,預金種類別店頭表示金利の平均年利率等,Average Interest Rates Posted at Financial Institutions by Type of Deposit,1,20,0,0,0,202204,202602,20260218
