db,series_code,name_j,name_en,unit_j,unit_en,frequency,category_j,category_en,layer1,layer2,layer3,layer4,layer5,start_of_time_series,end_of_time_series,last_update
LA03,DLIRK_DLIR2DBTL,合計/(1)総合,Total/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,1,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL61,0.25%未満/(1)総合,Less than 0.25%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,2,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL50,0.25-0.50%未満/(1)総合,0.25% or More and Less than 0.50%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,3,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL51,0.50-0.75%未満/(1)総合,0.50% or More and Less than 0.75%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,4,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL52,0.75-1.00%未満/(1)総合,0.75% or More and Less than 1.00%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,5,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL53,1.00-1.25%未満/(1)総合,1.00% or More and Less than 1.25%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,6,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL54,1.25-1.50%未満/(1)総合,1.25% or More and Less than 1.50%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,7,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL55,1.50-1.75%未満/(1)総合,1.50% or More and Less than 1.75%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,8,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL56,1.75-2.00%未満/(1)総合,1.75% or More and Less than 2.00%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,9,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL57,2.00-2.25%未満/(1)総合,2.00% or More and Less than 2.25%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,10,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL58,2.25-2.50%未満/(1)総合,2.25% or More and Less than 2.50%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,11,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL59,2.50-2.75%未満/(1)総合,2.50% or More and Less than 2.75%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,12,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL60,2.75-3.00%未満/(1)総合,2.75% or More and Less than 3.00%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,13,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL02,3.00-3.25%未満/(1)総合,3.00% or More and Less than 3.25%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,14,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL03,3.25-3.50%未満/(1)総合,3.25% or More and Less than 3.50%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,15,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL04,3.50-3.75%未満/(1)総合,3.50% or More and Less than 3.75%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,16,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL05,3.75-4.00%未満/(1)総合,3.75% or More and Less than 4.00%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,17,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL06,4.00-4.25%未満/(1)総合,4.00% or More and Less than 4.25%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,18,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL07,4.25-4.50%未満/(1)総合,4.25% or More and Less than 4.50%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,19,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL08,4.50-4.75%未満/(1)総合,4.50% or More and Less than 4.75%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,20,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL09,4.75-5.00%未満/(1)総合,4.75% or More and Less than 5.00%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,21,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL10,5.00-5.25%未満/(1)総合,5.00% or More and Less than 5.25%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,22,0,0,199310,202512,20260213
LA03,DLIRK_DLIR2DBTL11,5.25-5.50%未満/(1)総合,5.25% or More and Less than 5.50%/(1)Total,億円,100 million yen,MONTHLY,利率別貸出金(月末残高),Loans and Discounts Outstanding by Interest Rate (End of Month),1,1,23,0,0,199310,202512,20260213
