db,series_code,name_j,name_en,unit_j,unit_en,frequency,category_j,category_en,layer1,layer2,layer3,layer4,layer5,start_of_time_series,end_of_time_series,last_update
LA01,DLLILKG90_DLLI5DS2T,総貸出／残高／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Total/Outstanding/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,1,0,0,197001,202504,20260210
LA01,DLLILKG90_DLLI5DS3T,総貸出／設備資金／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Total/Loans for Fixed Investment/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,2,0,0,197701,202504,20260210
LA01,DLLILKG21_DLLI5DS2TMK,製造業／残高／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Manufacturing/Outstanding/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,3,0,0,197001,202504,20260210
LA01,DLLILKG21_DLLI5DS3TMK,製造業／設備資金／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Manufacturing/Loans for Fixed Investment/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,4,0,0,197701,202504,20260210
LA01,DLLILKG01_DLLI5DS2TFD,食料／残高／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Foodstuffs and Beverages/Outstanding/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,5,0,0,197701,202504,20260210
LA01,DLLILKG01_DLLI5DS3TFD,食料／設備資金／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Foodstuffs and Beverages/Loans for Fixed Investment/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,6,0,0,197701,202504,20260210
LA01,DLLILKG02_DLLI5DS2TTX,繊維／残高／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Textile Products/Outstanding/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,7,0,0,197701,202504,20260210
LA01,DLLILKG02_DLLI5DS3TTX,繊維／設備資金／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Textile Products/Loans for Fixed Investment/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,8,0,0,197701,202504,20260210
LA01,DLLILKG03_DLLI5DS2TPL,木材・木製品／残高／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Lumber and Wood Products/Outstanding/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,9,0,0,199902,202504,20260210
LA01,DLLILKG03_DLLI5DS3TPL,木材・木製品／設備資金／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Lumber and Wood Products/Loans for Fixed Investment/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,10,0,0,199902,202504,20260210
LA01,DLLILKG04_DLLI5DS2TPP,パルプ・紙／残高／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Pulp, Paper, and Paper Products/Outstanding/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,11,0,0,199902,202504,20260210
LA01,DLLILKG04_DLLI5DS3TPP,パルプ・紙／設備資金／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Pulp, Paper, and Paper Products/Loans for Fixed Investment/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,12,0,0,199902,202504,20260210
LA01,DLLILKG81_DLLI5DS2TPT,印刷／残高／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Printing/Outstanding/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,13,0,0,200301,202504,20260210
LA01,DLLILKG81_DLLI5DS3TPT,印刷／設備資金／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Printing/Loans for Fixed Investment/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,14,0,0,200301,202504,20260210
LA01,DLLILKG08_DLLI5DS2TCH,化学／残高／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Chemical and Allied Products/Outstanding/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,15,0,0,197701,202504,20260210
LA01,DLLILKG08_DLLI5DS3TCH,化学／設備資金／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Chemical and Allied Products/Loans for Fixed Investment/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,16,0,0,197701,202504,20260210
LA01,DLLILKG09_DLLI5DS2TPE,石油・石炭／残高／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Petroleum Refining/Outstanding/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,17,0,0,199902,202504,20260210
LA01,DLLILKG09_DLLI5DS3TPE,石油・石炭／設備資金／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Petroleum Refining/Loans for Fixed Investment/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,18,0,0,199902,202504,20260210
LA01,DLLILKG10_DLLI5DS2TCR,窯業・土石／残高／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Ceramic, Stone, and Clay Products/Outstanding/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,19,0,0,199902,202504,20260210
LA01,DLLILKG10_DLLI5DS3TCR,窯業・土石／設備資金／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Ceramic, Stone, and Clay Products/Loans for Fixed Investment/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,20,0,0,199902,202504,20260210
LA01,DLLILKG11_DLLI5DS2TST,鉄鋼／残高／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Iron and Steel/Outstanding/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,21,0,0,197701,202504,20260210
LA01,DLLILKG11_DLLI5DS3TST,鉄鋼／設備資金／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Iron and Steel/Loans for Fixed Investment/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,22,0,0,197701,202504,20260210
LA01,DLLILKG12_DLLI5DS2TNF,非鉄金属／残高／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Nonferrous Metals and Products/Outstanding/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,23,0,0,199902,202504,20260210
LA01,DLLILKG12_DLLI5DS3TNF,非鉄金属／設備資金／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Nonferrous Metals and Products/Loans for Fixed Investment/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,24,0,0,199902,202504,20260210
LA01,DLLILKG13_DLLI5DS2TMT,金属製品／残高／銀行勘定、信託勘定、海外店勘定の合計／国内銀行,"Fabricated Metal Products/Outstanding/Banking Accounts, Trust Accounts and Overseas Office Accounts/Domestically Licensed Banks",億円,100 million yen,QUARTERLY,貸出先別貸出金　（残高、設備資金残高）,"Loans and Bills Discounted by Sector (Outstanding, Loans for Fixed Investment)",1,1,25,0,0,199902,202504,20260210
