db,series_code,name_j,name_en,unit_j,unit_en,frequency,category_j,category_en,layer1,layer2,layer3,layer4,layer5,start_of_time_series,end_of_time_series,last_update
OT,CS18011ASA,（更新停止）販売統計合成指数（実質、季節調整済）/店舗調整前（2009年10月まで）,"(Discontinued)Indices of Aggregated Sales(real, seasonally adjusted)/Including the effects of the increase in the number of stores(through October 2009)",2005年＝100,CY2005=100,MONTHLY,販売統計合成指数,"Indices of Aggregated Sales(real, seasonally adjusted)",1,1,0,0,0,199304,200910,20171229
OT,CS18011ASB,（更新停止）販売統計合成指数（実質、季節調整済）/店舗調整後（2009年10月まで）,"(Discontinued)Indices of Aggregated Sales(real, seasonally adjusted)/Excluding the effects of the increase in the number of stores(through October 2009)",2005年＝100,CY2005=100,MONTHLY,販売統計合成指数,"Indices of Aggregated Sales(real, seasonally adjusted)",1,2,0,0,0,199304,200910,20171229
